Unnamed: 0.1,Title,Time,View,Date,Like,Dislike,Comment
190,The Blind Smartphone Camera Test 2019!,11.833333333333334,2524539,2019-12-17,115000,3800,13498
191,Console Wars!,4.166666666666667,435889,2019-12-17,11000,3400,1279
192,Apple Pro Display XDR: A Grand Stand?!,12.033333333333333,3929059,2019-12-13,111000,3900,7882
193,Mac Pro Unboxing & Second Impressions: The Power is Back!,11.533333333333333,4780362,2019-12-11,162000,5300,15386
194,A look inside the original Macintosh,2.3833333333333333,412010,2019-12-10,11000,643,569
195,Testing Real 5G: Part 2!,11.266666666666667,2899798,2019-12-05,90000,3500,8513
196,Favorite Tech of the Year Rewind Collab!,12.183333333333334,1720167,2019-12-04,89000,1600,5526
197,RETRO TECH: DYNATAC,23.6,0,2019-12-03,0,0,1673
198,RETRO TECH: POLAROID,24.7,0,2019-12-03,0,0,1662
199,RETRO TECH: WALKMAN,24.65,0,2019-12-03,0,0,3921
200,RETRO TECH: SEGA GENESIS,23.7,0,2019-12-03,0,0,5742
201,RETRO TECH: MACINTOSH,26.066666666666666,0,2019-12-03,0,0,7892
202,Analog vs. Digital Cameras,3.15,334049,2019-12-03,10000,252,283
203,RETRO TECH: CAMCORDER,22.9,8021020,2019-12-03,126000,4300,6251
204,"16"" MacBook Pro Review: Now Do It Again!",10.666666666666666,2997642,2019-11-28,83000,1600,5042
205,RETRO TECH: OFFICIAL TRAILER,1.8333333333333335,2574106,2019-11-26,118000,2400,5355
206,Why I Ordered a Tesla CyberTruck!,7.75,8321533,2019-11-24,275000,13000,26728
207,Tesla CyberTruck Impressions & First Drive!,8.516666666666667,10358268,2019-11-22,222000,9100,36258
208,The 108-Megapixel Smartphone Camera?!,10.5,3227477,2019-11-20,93000,2700,6793
209,2020 Moto RAZR Impressions! The Return of a Folding Icon!,8.9,7631117,2019-11-14,173000,5100,16823
210,"16"" Macbook Pro First Impressions!",7.1,3203615,2019-11-13,98000,1800,5389
211,iPhone 11 Pro vs Original iPhone!,10.383333333333333,4145836,2019-11-08,115000,2500,14815
212,AirPods Pro Review: Imperfectly Perfect!,9.6,5909633,2019-11-05,169000,2800,8692
213,Beats Solo Pro: Return to Excellence!,6.95,2254193,2019-11-02,69000,1200,3876
214,LG G8X Proves Foldables are Coming!,9.9,2628328,2019-11-01,72000,2000,5720
215,AirPods Pro Unboxing & Impressions!,7.1,9867615,2019-10-29,255000,6300,19156
216,Google Pixel 4 Review: Inside the Hype Machine!,18.716666666666665,5248686,2019-10-22,111000,3300,11629
217,OnePlus 7T Pro: Tiny Tweaks to Excellence!,6.6,2509782,2019-10-18,70000,1300,3983
218,Pixel 4 Impressions: Google and Gaps!,10.066666666666666,4304322,2019-10-16,117000,3900,16428
219,This Is What Happens When You Re-Upload a YouTube Video 1000 Times!,15.05,7194116,2019-10-12,306000,4500,19101
220,Apple Watch Series 5 Review: One Big Tradeoff!,7.616666666666667,4098064,2019-10-10,89000,2300,5170
221,Talking Tech & Meme Review with Will Smith!,18.666666666666668,2624843,2019-10-08,145000,1600,8052
222,Talking Tech with Microsoft CEO Satya Nadella!,11.616666666666667,2184382,2019-10-04,88000,1100,5378
223,Hands-on with Microsoft's Future Foldables!,7.266666666666667,3242243,2019-10-03,92000,1800,7354
224,2019 Microsoft Surface Family Impressions!,9.4,3447867,2019-10-02,89000,1500,4691
225,iPhone 11 Review: Too Easy!,8.15,7301775,2019-10-01,168000,4200,12295
226,"OnePlus 7T Review: High Refresh, Low Price!",10.066666666666666,3479873,2019-09-26,90000,1700,7109
227,iPhone 11 Pro Review: For the Love of Cameras!,15.7,8268623,2019-09-20,179000,6500,16543
228,Unboxing Every Green iPhone 11!,6.366666666666666,4541076,2019-09-17,124000,7600,14398
229,Samsung Galaxy Fold Re-do: Everything New!,7.55,7668456,2019-09-16,167000,5900,12762
230,Asus ROG Phone 2 Review: The Spec King!,12.383333333333333,4195814,2019-09-14,132000,2400,13783
231,iPhone 11 Pro Impressions: What a Name!,7.75,7701543,2019-09-11,171000,7600,26231
232,iPhone 11 Impressions: A Familiar Sequel!,9.016666666666667,4744663,2019-09-11,121000,3900,15388
233,Dope Tech #20: Dual Screen Tech!,16.816666666666666,3228025,2019-09-07,84000,1600,4147
234,Let's Talk About Porsche Taycan!,12.75,2795519,2019-09-05,93000,3200,9724
235,Samsung Galaxy Note 10: But Why Tho?,9.716666666666667,4392112,2019-08-27,96000,3000,8172
236,Samsung Galaxy Note 10+ Review: The Favorite Child!,12.983333333333333,4609876,2019-08-23,114000,3700,11772
237,5G: Explained!,11.133333333333333,9040676,2019-08-20,250000,9700,33547
238,Introducing Waveform: The MKBHD Podcast!,5.766666666666667,698919,2019-08-14,37000,880,2497
239,Apple Card Unboxing & Impressions!,7.066666666666666,7343002,2019-08-10,205000,7300,12707
240,Samsung Galaxy Note 10/10+ Impressions: A Great Duo!,9.95,7613722,2019-08-08,203000,5800,20924
241,Redmi K20 Pro Review: Incredible Value!,10.45,3948054,2019-07-27,103000,3000,8801
242,The Last (and First) Folding Phone!,9.266666666666667,7264253,2019-07-21,143000,6100,9055
243,The iPhone 11 Models!,7.133333333333334,3714219,2019-07-17,72000,3200,16063
244,What's in my Tech Bag! [2019],7.8,4165772,2019-07-16,112000,3400,5491
245,Boosted Rev: The Tesla of Electric Scooters!,7.75,3147670,2019-07-12,75000,2500,5420
